,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
310,tvEpisode,I Called Him Magoo,I Called Him Magoo,0,2010,\N,22,"Comedy,Romance"
311,movie,The Attack,The Attack,0,2012,\N,102,Drama
312,movie,The Boxtrolls,The Boxtrolls,0,2014,\N,96,"Adventure,Animation,Comedy"
313,movie,The Man Who Knew Infinity,The Man Who Knew Infinity,0,2015,\N,108,"Biography,Drama"
314,movie,The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,0,2013,\N,100,"Adventure,Comedy,Fantasy"
315,movie,Dallas Buyers Club,Dallas Buyers Club,0,2013,\N,117,"Biography,Drama"
316,movie,Elliot Loves,Elliot Loves,0,2012,\N,92,"Comedy,Romance"
317,movie,The First Grader,The First Grader,0,2010,\N,103,"Biography,Drama,Romance"
318,movie,Jack Reacher,Jack Reacher,0,2012,\N,130,"Action,Crime,Mystery"
319,movie,R.I.P.D.,R.I.P.D.,0,2013,\N,96,"Action,Adventure,Comedy"
320,movie,Miles Ahead,Miles Ahead,0,2015,\N,100,"Biography,Drama,Music"
321,movie,The Yellow Wallpaper,The Yellow Wallpaper,0,2012,\N,115,Thriller
322,tvEpisode,Avotar,Avotar,0,2010,\N,\N,Comedy
323,movie,Wilde Salomé,Wilde Salomé,0,2011,\N,95,"Documentary,Drama"
324,movie,Scary Movie 5,Scary Movie 5,0,2013,\N,86,Comedy
325,movie,13,13,0,2010,\N,91,"Drama,Thriller"
326,video,Carnies,Carnies,0,2010,\N,82,"Horror,Thriller"
327,tvMovie,For Love of Liberty: The Story of America's Black Patriots,For Love of Liberty: The Story of America's Black Patriots,0,2010,\N,115,Documentary
328,movie,The Guardians,The Guardians,0,2010,\N,88,"Comedy,Family"
329,movie,Ironmen,Ironmen,0,2010,\N,119,"Biography,Drama"
330,tvSeries,The Sports Reporters,The Sports Reporters,0,2016,\N,60,Talk-Show
331,movie,Clash of the Titans,Clash of the Titans,0,2010,\N,106,"Action,Adventure,Fantasy"
332,movie,Nemesis,Nemesis,0,2010,\N,83,Drama
333,movie,Thor,Thor,0,2011,\N,115,"Action,Adventure,Fantasy"
334,movie,Red Dog,Red Dog,0,2011,\N,92,"Biography,Comedy,Drama"
335,movie,Warcraft,Warcraft,0,2016,\N,123,"Action,Adventure,Fantasy"
336,movie,Devil's Knot,Devil's Knot,0,2013,\N,114,"Biography,Crime,Drama"
337,movie,Folk!,Folk!,0,2010,\N,\N,Documentary
338,movie,It's Kind of a Funny Story,It's Kind of a Funny Story,0,2010,\N,101,"Comedy,Drama,Romance"
339,movie,The Mule,La mula,0,2013,\N,100,"Comedy,Drama"
340,movie,Spoon,Spoon,0,2011,\N,\N,"Action,Drama,Fantasy"
341,movie,A Letter to Elia,A Letter to Elia,0,2010,\N,60,Documentary
342,movie,The Last Pogo Jumps Again,The Last Pogo Jumps Again,0,2013,\N,200,"Documentary,Music"
343,movie,Tooth Fairy,Tooth Fairy,0,2010,\N,101,"Comedy,Family,Fantasy"
344,movie,Belle du Seigneur,Belle du Seigneur,0,2012,\N,104,"Drama,Romance"
345,movie,Cross the Line,Cross the Line,0,2010,\N,87,Action
346,movie,The Danish Girl,The Danish Girl,0,2015,\N,119,"Biography,Drama,History"
347,movie,Eyes of the Mothman,Eyes of the Mothman,0,2011,\N,150,Documentary
348,movie,Jack and Jill,Jack and Jill,0,2011,\N,91,Comedy
349,movie,Take Me Home Tonight,Take Me Home Tonight,0,2011,\N,97,"Comedy,Drama,Romance"
350,movie,Plumíferos - Aventuras voladoras,Plumíferos - Aventuras voladoras,0,2010,\N,80,"Adventure,Animation,Family"
351,movie,Lavoe,The King Hector Lavoe,0,2011,\N,90,"Drama,Music"
352,movie,The Do-Deca-Pentathlon,The Do-Deca-Pentathlon,0,2012,\N,76,Comedy
353,movie,Meridian Lines,Meridian Lines,0,2013,\N,\N,Drama
354,movie,American Flyer,American Flyer,0,2010,\N,100,Adventure
355,movie,Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson & the Olympians: The Lightning Thief,0,2010,\N,118,"Adventure,Family,Fantasy"
356,movie,Art Officially Favored,Art Officially Favored,0,2019,\N,90,"Biography,Documentary,Fantasy"
357,movie,Ashes,Ashes,0,2010,\N,\N,Drama
358,movie,She's Out of My League,She's Out of My League,0,2010,\N,104,"Comedy,Romance"
359,movie,Card Subject to Change,Card Subject to Change,0,2010,\N,87,Documentary
360,movie,The Book Thief,The Book Thief,0,2013,\N,131,"Drama,War"
361,movie,Conan the Barbarian,Conan the Barbarian,0,2011,\N,113,"Action,Adventure,Fantasy"
362,movie,Shanghai Hotel,Shanghai Hotel,0,2011,\N,110,Drama
363,movie,Interstellar,Interstellar,0,2014,\N,169,"Adventure,Drama,Sci-Fi"
364,movie,World War Z,World War Z,0,2013,\N,116,"Action,Adventure,Horror"
365,movie,Flipped,Flipped,0,2010,\N,90,"Comedy,Drama,Romance"
366,movie,Valentine's Day,Valentine's Day,0,2010,\N,125,"Comedy,Romance"
367,movie,The Power of Few,The Power of Few,0,2013,\N,96,"Action,Crime,Drama"
368,movie,Dreamkiller,Dreamkiller,0,2010,\N,110,Thriller
369,movie,Soupernatural,Soupernatural,0,2010,\N,\N,Drama
370,movie,Manhattan Minutiae,Manhattan Minutiae,0,2016,\N,99,"Comedy,Music,Romance"
371,movie,Priest,Priest,0,2011,\N,87,"Action,Fantasy,Horror"
372,movie,The Long Falling,Où va la nuit,0,2011,\N,105,Drama
373,movie,Maximum Ride,Maximum Ride,0,2016,\N,88,"Action,Adventure,Comedy"
374,movie,Caravaggio and My Mother the Pope,Caravaggio and My Mother the Pope,0,2018,\N,90,"Comedy,Drama"
375,movie,Return to Yucca Flats: Desert Man-Beast,Return to Yucca Flats: Desert Man-Beast,0,2010,\N,79,"Comedy,Horror"
376,movie,Magic,Magic,0,2010,\N,\N,"Adventure,Family"
377,movie,Wild in the Streets,Wild in the Streets,0,2012,\N,82,Documentary
378,movie,Dracula Untold,Dracula Untold,0,2014,\N,92,"Action,Drama,Fantasy"
379,movie,Gallowwalkers,Gallowwalkers,0,2012,\N,90,"Action,Horror,Thriller"
380,video,Santeria: The Soul Possessed,Santeria: The Soul Possessed,0,2012,\N,82,Horror
381,movie,Waking Madison,Waking Madison,0,2010,\N,89,Drama
382,movie,Godzilla,Godzilla,0,2014,\N,123,"Action,Adventure,Sci-Fi"
383,movie,Land,Land,0,2010,\N,76,Documentary
384,movie,The Babymakers,The Babymakers,0,2012,\N,95,Comedy
385,movie,Electric Slide,Electric Slide,0,2014,\N,95,"Action,Biography,Crime"
386,movie,Krystal,Krystal,0,2017,\N,90,"Comedy,Drama"
387,movie,Pee-wee's Big Holiday,Pee-wee's Big Holiday,0,2016,\N,90,"Adventure,Comedy,Family"
388,movie,Approaching Midnight,Approaching Midnight,0,2013,\N,86,"Crime,Drama,Romance"
389,movie,Hotel Transylvania,Hotel Transylvania,0,2012,\N,91,"Animation,Comedy,Family"
390,movie,Pet Sematary,Pet Sematary,0,2019,\N,\N,Horror
391,movie,Retreat!,Retreat!,0,2016,\N,\N,"Comedy,Drama,War"
392,movie,Bhopal: A Prayer for Rain,Bhopal: A Prayer for Rain,0,2014,\N,96,Drama
393,short,Eloise,Eloise,0,2014,\N,11,"Drama,Short"
394,movie,Everyday Sunshine: The Story of Fishbone,Everyday Sunshine: The Story of Fishbone,0,2010,\N,107,"Documentary,Music"
395,movie,The Town,The Town,0,2010,\N,125,"Crime,Drama,Thriller"
396,movie,Río de oro,Río de oro,0,2010,\N,\N,Western
397,movie,Whatever Happened to Pete Blaggit?,Whatever Happened to Pete Blaggit?,0,2012,\N,94,"Comedy,Sci-Fi"
398,movie,The Kids Are All Right,The Kids Are All Right,0,2010,\N,106,"Comedy,Drama,Romance"
399,movie,The Fallen Word,The Fallen Word,0,2013,\N,60,"Drama,Fantasy,Mystery"
400,movie,Ivan Mosjoukine ou L'enfant du carnaval,Ivan Mosjoukine ou L'enfant du carnaval,0,2016,\N,67,Documentary
401,movie,Killer by Nature,Killer by Nature,0,2010,\N,94,"Adventure,Crime,Drama"
402,movie,Pox,Pox,0,2011,\N,100,"Comedy,Sci-Fi"
403,movie,Hoodwinked Too! Hood vs. Evil,Hoodwinked Too! Hood vs. Evil,0,2011,\N,86,"Animation,Comedy,Crime"
404,movie,Gangster Exchange,Gangster Exchange,0,2010,\N,95,Action
405,movie,Loot,Loot,0,2011,\N,\N,"Action,Comedy,Crime"
406,movie,Neowolf,Neowolf,0,2010,\N,88,"Horror,Thriller"
407,movie,Night Traveler,Night Traveler,0,2013,\N,\N,Adventure
408,movie,Fun in the Army,Fauj Mein Mauj,0,2010,\N,\N,Comedy
409,movie,The Speed of Thought,The Speed of Thought,0,2011,\N,93,"Sci-Fi,Thriller"
410,movie,The Avengers,The Avengers,0,2012,\N,143,"Action,Adventure,Sci-Fi"
411,movie,Epic,Epic,0,2013,\N,102,"Adventure,Animation,Family"
412,movie,The Sighting,Travis,0,2016,\N,98,"Horror,Sci-Fi,Thriller"
413,movie,Duel of Legends,Duel of Legends,0,2018,\N,\N,"Action,Drama,Sport"
414,video,Change Your Life!,Change Your Life!,0,2010,\N,\N,Comedy
415,movie,Jack & Diane,Jack & Diane,0,2012,\N,110,"Drama,Horror,Romance"
416,movie,Jackson Arms,Jackson Arms,0,2015,\N,90,Romance
417,movie,Risen,Risen,0,2010,\N,121,"Biography,Drama"
418,movie,Sir Billi,Sir Billi,0,2012,\N,76,"Adventure,Animation,Comedy"
419,movie,Folie à deux,Folie à deux,0,2012,\N,\N,Drama
420,movie,Bloudím,Bloudím,0,2010,\N,75,Drama
421,movie,Naked Run,Naked Run,0,2011,\N,84,Comedy
422,movie,A Summer Song,A Summer Song,0,2010,\N,\N,Drama
423,movie,This Is What Love in Action Looks Like,This Is What Love in Action Looks Like,0,2011,\N,74,Documentary
424,movie,Great American Dream,Great American Dream,0,2013,\N,90,"Drama,Sport"
425,movie,Kolorádó Kid,Kolorádó Kid,0,2010,\N,111,"Drama,Romance"
426,movie,The Sweeney,The Sweeney,0,2012,\N,112,"Action,Crime,Drama"
427,movie,2001 Maniacs: Field of Screams,2001 Maniacs: Field of Screams,0,2010,\N,84,"Comedy,Horror"
428,movie,Immortal Island,Immortal Island,0,2011,\N,84,"Adventure,Horror,Thriller"
429,movie,Wide Blue Yonder,Wide Blue Yonder,0,2010,\N,82,"Comedy,Drama"
430,movie,The Golden Greek: The Harry Agganis Story,The Golden Greek: The Harry Agganis Story,0,2010,\N,\N,Documentary
431,movie,Super Troopers 2,Super Troopers 2,0,2018,\N,99,"Comedy,Crime,Mystery"
432,movie,Evangelion: 3.0 You Can (Not) Redo,Evangerion shin gekijôban: Kyu,0,2012,\N,96,"Action,Animation,Drama"
433,movie,Zenitram,Zenitram,0,2010,\N,103,"Action,Adventure,Comedy"
434,movie,Lupin the 3rd,Rupan sansei,0,2014,\N,133,"Action,Adventure,Comedy"
435,movie,Dukun,Dukun,0,2018,\N,108,"Horror,Thriller"
436,movie,Mr. Peabody & Sherman,Mr. Peabody & Sherman,0,2014,\N,92,"Adventure,Animation,Comedy"
437,movie,Letting Go,Letting Go,0,2012,\N,83,"Drama,Romance"
438,movie,6 Month Rule,6 Month Rule,0,2011,\N,100,Comedy
439,movie,Catharsis,Katharsis,0,2011,\N,89,Mystery
440,movie,Jungle Cruise,Jungle Cruise,0,2019,\N,\N,Adventure
441,movie,Touch Wood,Touch Wood,0,2010,\N,\N,Comedy
442,movie,The Nightclub Days,The Nightclub Days,0,2012,\N,\N,Comedy
443,movie,"Surprise, Surprise","Surprise, Surprise",0,2010,\N,83,Drama
444,movie,My Soul to Take,My Soul to Take,0,2010,\N,107,"Horror,Mystery,Thriller"
445,movie,Red State,Red State,0,2011,\N,88,"Action,Crime,Horror"
446,movie,The Dot Man,The Dot Man,0,2017,\N,\N,"Drama,Thriller"
447,movie,Beijing Taxi,Beijing Taxi,0,2010,\N,78,Documentary
448,movie,The Secret Philosophy,The Secret Philosophy,0,2010,\N,90,Thriller
449,movie,Rain Falls from Earth: Surviving Cambodia's Darkest Hour,Rain Falls from Earth: Surviving Cambodia's Darkest Hour,0,2011,\N,\N,Documentary
450,movie,Rift,Rift,0,2011,\N,100,"Horror,Thriller"
451,movie,Bury the Hatchet,Bury the Hatchet,0,2010,\N,120,Documentary
452,movie,Chûshingura,Chûshingura,0,2016,\N,76,\N
453,movie,Bulletface,Bulletface,0,2010,\N,82,Thriller
454,movie,First Circle,First Circle,0,2010,\N,72,Documentary
455,movie,Jewtopia,Jewtopia,0,2012,\N,90,"Comedy,Romance"
456,movie,Please Give,Please Give,0,2010,\N,87,"Comedy,Drama"
457,movie,Harm's Way,Harm's Way,0,2010,\N,82,Thriller
458,movie,Torn,Torn,0,2010,\N,\N,Thriller
459,movie,Eat Pray Love,Eat Pray Love,0,2010,\N,133,"Drama,Romance"
460,movie,Mama I Want to Sing,Mama I Want to Sing,0,2011,\N,100,Musical
461,movie,Sanctum,Sanctum,0,2011,\N,108,"Adventure,Drama,Thriller"
462,movie,AIR: The Musical,AIR: The Musical,0,2010,\N,100,"Comedy,Musical,Romance"
463,movie,Snitch,Snitch,0,2013,\N,112,"Action,Drama,Thriller"
464,tvMovie,Mr. Hockey: The Gordie Howe Story,Mr. Hockey: The Gordie Howe Story,0,2013,\N,87,"Biography,Drama,Sport"
465,movie,Wreckage,Wreckage,0,2010,\N,87,"Horror,Thriller"
466,movie,Drain Baby,Drain Baby,0,2011,\N,\N,Horror
467,movie,Legends of Oz: Dorothy's Return,Legends of Oz: Dorothy's Return,0,2013,\N,88,"Adventure,Animation,Family"
468,movie,The Wedding Ringer,The Wedding Ringer,0,2015,\N,101,Comedy
469,tvMovie,Medium Raw: Night of the Wolf,Medium Raw: Night of the Wolf,0,2010,\N,100,"Fantasy,Thriller"
470,movie,Hyenas,Hyenas,0,2011,\N,92,Horror
471,movie,Repo,Repo,0,2010,\N,97,"Comedy,Drama"
472,movie,Rollerboy,Rollerboy,0,2013,\N,81,Documentary
473,movie,Honor,Kavod,0,2010,\N,118,"Crime,Drama,Thriller"
474,movie,The Switch,The Switch,0,2010,\N,101,"Comedy,Drama,Romance"
475,movie,RxCannabis: A Freedom Tale,RxCannabis: A Freedom Tale,0,2018,\N,83,Documentary
476,movie,Hamlet A.D.D.,Hamlet A.D.D.,0,2014,\N,95,"Animation,Comedy,Fantasy"
477,movie,Gun of the Black Sun,Gun of the Black Sun,0,2011,\N,90,Fantasy
478,movie,Letters to Juliet,Letters to Juliet,0,2010,\N,105,"Adventure,Comedy,Drama"
479,movie,How to Train Your Dragon,How to Train Your Dragon,0,2010,\N,98,"Action,Adventure,Animation"
480,movie,Shrek Forever After,Shrek Forever After,0,2010,\N,93,"Adventure,Animation,Comedy"
481,movie,Blur,Blur,0,2011,\N,90,"Drama,Mystery,Thriller"
482,movie,From Prada to Nada,From Prada to Nada,0,2011,\N,107,"Comedy,Drama,Romance"
483,movie,The Whistleblower,The Whistleblower,0,2010,\N,112,"Action,Biography,Crime"
484,video,Between the Sand and the Sky,Between the Sand and the Sky,0,2014,\N,4,"Adventure,Romance,Western"
485,movie,Don't Fade Away,Don't Fade Away,0,2010,\N,89,Drama
486,movie,The Key Man,The Key Man,0,2011,\N,80,"Crime,Drama,Thriller"
487,movie,Suite Française,Suite Française,0,2014,\N,107,"Drama,Romance,War"
488,movie,Psych:9,Psych:9,0,2010,\N,98,"Horror,Mystery,Thriller"
489,movie,Acts of Violence,Acts of Violence,0,2010,\N,\N,"Crime,Drama,Thriller"
490,video,Butchered,Butchered,0,2010,\N,71,Horror
491,video,Silent Vengeance,Silent Vengeance,0,2011,\N,90,Horror
492,video,Privileged,Privileged,0,2010,\N,\N,Drama
493,short,Red Princess Blues,Red Princess Blues,0,2010,\N,11,"Action,Short,Thriller"
494,movie,Westbrick Murders,Westbrick Murders,0,2010,\N,90,"Action,Crime,Thriller"
495,movie,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,0,2012,\N,169,"Adventure,Family,Fantasy"
496,movie,Love & Mercy,Love & Mercy,0,2014,\N,121,"Biography,Drama,Music"
497,video,Blood: A Butcher's Tale,Blood: A Butcher's Tale,0,2010,\N,\N,Horror
498,movie,The Thing,The Thing,0,2011,\N,103,"Horror,Mystery,Sci-Fi"
499,movie,The Grind,The Grind,0,2012,\N,85,"Crime,Thriller"
500,movie,The Unlikely's,The Unlikely's,0,2016,\N,\N,Comedy
501,tvEpisode,"The $10,000 Gift","The $10,000 Gift",0,2010,\N,\N,Romance
502,movie,Black Butterflies,Black Butterflies,0,2011,\N,100,"Biography,Drama"
503,movie,Prey,Proie,0,2010,\N,90,"Adventure,Drama,Horror"
504,video,N.Y.C. Underground,N.Y.C. Underground,0,2013,\N,87,"Action,Thriller"
505,movie,Eager to Die,Eager to Die,0,2010,\N,109,"Drama,Thriller"
506,movie,Exposed,Exposed,0,2012,\N,82,"Drama,Mystery,Thriller"
507,movie,A Merry Friggin' Christmas,A Merry Friggin' Christmas,0,2014,\N,88,Comedy
508,movie,Movin' In,Movin' In,0,2010,\N,95,"Comedy,Romance"
509,tvMiniSeries,Bloodletting & Miraculous Cures,Bloodletting & Miraculous Cures,0,2010,\N,60,Drama
510,movie,House Under Siege,House Under Siege,0,2010,\N,78,"Action,Thriller"
511,movie,Monkeyman935,Monkeyman935,0,2010,\N,\N,Horror
512,video,RMS Titanic: The Story Biograph Told,RMS Titanic: The Story Biograph Told,0,2012,\N,60,"Adventure,Documentary,Drama"
513,movie,Unthinkable,Unthinkable,0,2010,\N,97,"Drama,Thriller"
514,movie,Jackboots on Whitehall,Jackboots on Whitehall,0,2010,\N,91,"Animation,Comedy,Sci-Fi"
515,movie,Gangster Kittens,Gangster Kittens,0,2016,\N,\N,"Drama,Thriller"
516,movie,Periphery,Periphery,0,2011,\N,\N,Drama
517,movie,Victim,Victim,0,2010,\N,90,"Horror,Thriller"
518,movie,The Legend of Tarzan,The Legend of Tarzan,0,2016,\N,110,"Action,Adventure,Drama"
519,movie,The Happy Housewife,De gelukkige huisvrouw,0,2010,\N,100,"Comedy,Drama,Romance"
520,movie,I Am Not a Bird,I Am Not a Bird,0,2018,\N,\N,"Drama,Thriller"
521,movie,The Dead Undead,The Dead Undead,0,2010,\N,89,"Action,Horror,Sci-Fi"
522,video,Hogzilla,Hogzilla,0,2014,\N,90,Horror
523,movie,Truth About Kerry,Truth About Kerry,0,2010,\N,84,"Drama,Mystery,Thriller"
524,movie,Pizza with Bullets,Pizza with Bullets,0,2010,\N,99,Comedy
525,movie,Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Deathly Hallows: Part 1,0,2010,\N,146,"Adventure,Family,Fantasy"
526,movie,Road to Red,Road to Red,0,2016,\N,120,"Action,Adventure,Thriller"
527,movie,White Men Can't Dance,White Men Can't Dance,0,2012,\N,105,"Drama,Family"
528,tvSeries,Shooting Gallery,Shooting Gallery,0,2011,\N,\N,\N
529,tvEpisode,Celebrity Mastermind 2009/2010: Episode 5,Celebrity Mastermind 2009/2010: Episode 5,0,2010,\N,28,Game-Show
530,movie,The Penthouse,The Penthouse,0,2010,\N,89,Comedy
531,movie,Deep Gold 3D,Deep Gold,0,2011,\N,86,Action
532,videoGame,Star Trek Online,Star Trek Online,0,2010,\N,\N,"Action,Adventure,Sci-Fi"
533,movie,The Man in the Silo,The Man in the Silo,0,2016,\N,55,Drama
534,movie,Jun-09,Jun-09,0,2018,\N,95,"Horror,Mystery,Thriller"
535,movie,"Glenn, the Flying Robot","Glenn, the Flying Robot",0,2010,\N,85,"Drama,Sci-Fi"
536,movie,The Waiter,The Waiter,0,2010,\N,92,"Action,Crime,Drama"
537,movie,Rabbit Hole,Rabbit Hole,0,2010,\N,91,Drama
538,tvEpisode,Garage Alone/Camp Happy Helpers,Garage Alone/Camp Happy Helpers,0,2017,\N,22,"Adventure,Animation,Comedy"
539,movie,Joe Dick,Joe Dick,0,2017,\N,96,Comedy
540,movie,The Devil's Flower,Tsvetok dyavola,0,2010,\N,90,"Mystery,Romance"
541,movie,The Last Airbender,The Last Airbender,0,2010,\N,103,"Action,Adventure,Family"
542,movie,Freaky Deaky,Freaky Deaky,0,2012,\N,90,"Comedy,Crime,Thriller"
543,movie,Silent Hill: Revelation,Silent Hill: Revelation,0,2012,\N,95,Horror
544,tvSeries,Regresso a Sizalinda,Regresso a Sizalinda,0,2010,\N,\N,Drama
545,movie,Arthur 3: The War of the Two Worlds,Arthur 3: la guerre des deux mondes,0,2010,\N,101,"Adventure,Animation,Family"
546,movie,White Knuckles,White Knuckles,0,2010,\N,88,"Drama,Thriller"
547,movie,Salt,Salt,0,2010,\N,100,"Action,Crime,Mystery"
548,tvSeries,Game of Thrones,Game of Thrones,0,2011,\N,57,"Action,Adventure,Drama"
549,movie,Source Code,Source Code,0,2011,\N,93,"Mystery,Romance,Sci-Fi"
550,tvEpisode,Balls,Balls,0,2013,\N,\N,"Documentary,History"
551,movie,Black Swan,Black Swan,0,2010,\N,108,"Drama,Thriller"
552,movie,Green Zone,Green Zone,0,2010,\N,115,"Action,Drama,Thriller"
553,movie,The Amazing Spider-Man,The Amazing Spider-Man,0,2012,\N,136,"Action,Adventure,Sci-Fi"
554,movie,Coffee Sex You,Coffee Sex You,0,2014,\N,88,Drama
555,tvEpisode,Insulation,Insulation,0,2013,\N,\N,"Documentary,History"
556,movie,The Killer Inside Me,The Killer Inside Me,0,2010,\N,109,"Crime,Drama,Thriller"
557,movie,Robin Hood,Robin Hood,0,2010,\N,140,"Action,Adventure,Drama"
558,movie,Reach Me,Reach Me,0,2014,\N,95,"Comedy,Crime,Drama"
559,movie,Nine Dead,Nine Dead,0,2010,\N,98,"Crime,Drama,Horror"
560,movie,Heart of Now,Heart of Now,0,2010,\N,90,Drama
561,videoGame,Final Fantasy XV,Fainaru fantajî XV,0,2016,\N,\N,"Action,Adventure,Fantasy"
562,movie,Let Me Survive,Let Me Survive,0,2013,\N,\N,Drama
563,movie,Beautiful Darling,Beautiful Darling,0,2010,\N,85,Documentary
564,movie,Private Security Officer: Los Angeles,Private Security Officer: Los Angeles,0,2010,\N,84,"Action,Comedy,Crime"
565,movie,"Truth in Numbers? Everything, According to Wikipedia","Truth in Numbers? Everything, According to Wikipedia",0,2010,\N,85,Documentary
566,movie,Avenge,Avenge,0,2014,\N,88,Drama
567,movie,A Monster in Paris,Un monstre à Paris,0,2011,\N,90,"Adventure,Animation,Comedy"
568,movie,Devour,Devour,0,2011,\N,\N,Horror
569,movie,The Trouble with Cali,The Trouble with Cali,0,2012,\N,\N,Comedy
570,movie,The House of Sun,Dom Solntsa,0,2010,\N,110,Drama
571,movie,Made in Romania,Made in Romania,0,2010,\N,95,Comedy
572,movie,Feast of the Assumption: BTK and the Otero Family Murders,Feast of the Assumption: The Otero Family Murders,0,2010,\N,86,"Crime,Documentary"
573,movie,The Sorcerer's Apprentice,The Sorcerer's Apprentice,0,2010,\N,109,"Action,Adventure,Family"
574,movie,The Fighter,The Fighter,0,2010,\N,116,"Biography,Drama,Sport"
575,movie,Pushin' Up Daisies,Pushin' Up Daisies,0,2010,\N,87,Comedy
576,tvSeries,Bubble Guppies,Bubble Guppies,0,2011,2019,24,"Animation,Comedy,Family"
577,movie,Have You Heard from Johannesburg: Hell of a Job,Have You Heard from Johannesburg: Hell of a Job,0,2010,\N,57,Documentary
578,movie,Have You Heard from Johannesburg: Road to Resistance,Have You Heard from Johannesburg: Road to Resistance,0,2010,\N,65,Documentary
579,movie,L'imbroglio nel lenzuolo,L'imbroglio nel lenzuolo,0,2010,\N,105,"Comedy,Romance"
580,movie,The Conspirator,The Conspirator,0,2010,\N,122,"Crime,Drama,History"
581,movie,Little Witch on a Broomstick,Saxána a Lexikon kouzel,0,2011,\N,90,"Animation,Comedy,Family"
582,movie,Strange Frame: Love & Sax,Strange Frame: Love & Sax,0,2012,\N,98,"Animation,Crime,Music"
583,movie,White Wall,White Wall,0,2010,\N,91,"Action,Mystery,Sci-Fi"
584,movie,Hugo,Hugo,0,2011,\N,126,"Adventure,Drama,Family"
585,movie,Little Fockers,Little Fockers,0,2010,\N,98,"Comedy,Romance"
586,movie,The Chosen One,The Chosen One,0,2010,\N,101,"Comedy,Drama"
587,movie,The Reason,La razón,0,2010,\N,70,"Drama,Fantasy,History"
588,tvEpisode,Ick Alone,Ick Alone,0,2012,\N,\N,"Animation,Family"
589,tvEpisode,The Big Race,The Big Race,0,2012,\N,\N,"Animation,Family"
590,tvEpisode,Windy Night,Windy Night,0,2012,\N,\N,"Animation,Family"
591,tvEpisode,World Tree Day,World Tree Day,0,2012,\N,\N,"Animation,Family"
592,movie,Back Roads,Back Roads,0,2018,\N,101,"Drama,Thriller"
593,movie,Have You Heard from Johannesburg: Fair Play,Have You Heard from Johannesburg: Fair Play,0,2010,\N,96,Documentary
594,movie,Have You Heard from Johannesburg: The Bottom Line,Have You Heard from Johannesburg: The Bottom Line,0,2010,\N,86,Documentary
595,movie,Lives and Deaths of the Poets,Lives and Deaths of the Poets,0,2011,\N,93,Comedy
596,movie,Headhunter: The Assessment Weekend,Headhunter: The Assessment Weekend,0,2010,\N,93,Thriller
597,movie,Justice League,Justice League,0,2017,\N,120,"Action,Adventure,Fantasy"
598,movie,Black Limousine,The Land of the Astronauts,0,2010,\N,102,Drama
599,movie,Hitchcock,Hitchcock,0,2012,\N,98,"Biography,Drama"
600,movie,Sinatra Club,Sinatra Club,0,2010,\N,88,"Action,Biography,Crime"
601,short,Detention,Detention,0,2012,\N,16,"Adventure,Comedy,Horror"
602,movie,Boyle Heights,Boyle Heights,0,2010,\N,101,Action
603,movie,Chooriyan,Chooriyan,0,2015,\N,\N,"Drama,Musical,Romance"
604,movie,Fair Game,Fair Game,0,2010,\N,108,"Biography,Drama,Thriller"
605,videoGame,Red Steel 2,Red Steel 2,0,2010,\N,\N,"Action,Western"
606,movie,Sucker Punch,Sucker Punch,0,2011,\N,110,"Action,Fantasy"
607,movie,Have You Heard from Johannesburg: Free at Last,Have You Heard from Johannesburg: Free at Last,0,2010,\N,78,Documentary
608,tvSeries,Boardwalk Empire,Boardwalk Empire,0,2010,2014,55,"Crime,Drama,History"
609,movie,Lottery Ticket,Lottery Ticket,0,2010,\N,99,Comedy
610,movie,The Chronicles of Narnia: The Voyage of the Dawn Treader,The Chronicles of Narnia: The Voyage of the Dawn Treader,0,2010,\N,113,"Adventure,Family,Fantasy"
611,movie,Four,Four,0,2012,\N,75,"Drama,Romance"
612,movie,Heredity,Heredity,0,2010,\N,\N,"Horror,Thriller"
613,movie,Funkytown,Funkytown,0,2011,\N,132,Drama
614,movie,The Unwanted,The Unwanted,0,2013,\N,95,"Drama,Thriller"
615,movie,The Adventures of Tintin,The Adventures of Tintin,0,2011,\N,107,"Action,Adventure,Animation"
616,movie,You're Nobody 'til Somebody Kills You,You're Nobody 'til Somebody Kills You,0,2012,\N,86,"Horror,Thriller"
617,movie,El Padrino II: Border Intrusion,El Padrino II: Border Intrusion,0,2011,\N,90,Crime
618,movie,A Dance for Grace,A Dance for Grace,0,2010,\N,\N,Drama
619,movie,Multiple Sarcasms,Multiple Sarcasms,0,2010,\N,97,Drama
620,videoGame,Black Mirror 2,Black Mirror 2,0,2010,\N,\N,"Adventure,Horror,Mystery"
621,movie,Machete,Machete,0,2010,\N,105,"Action,Crime,Thriller"
622,movie,The Magic Crystal,Maaginen kristalli,0,2011,\N,80,"Adventure,Animation,Comedy"
623,movie,A Flat,A Flat,0,2010,\N,103,"Drama,Horror,Romance"
624,movie,The Gainesville Ripper,The Gainesville Ripper,0,2010,\N,90,Horror
